subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s013,4,14,0.0739,0.0928,0.0189,0.0618,0.1085,0.0467,0.0851,0.0473,-0.0378,0.0669,0.1711,0.1042,0.0594,0.2395,0.1801,0.0777,0.125,0.0473,0.0792,0.0906,0.0114,0.1024,0.1011,-0.0013,0.047,0.1235,0.0765,0.0752,0.1941,0.1189,0.0747
s013,4,15,0.0747,0.1092,0.0345,0.0623,0.0932,0.0309,0.0876,0.0723,-0.0153,0.057,0.152,0.095,0.0663,0.262,0.1957,0.0863,0.1383,0.052,0.0921,0.0991,0.007,0.1014,0.0961,-0.0053,0.0397,0.117,0.0773,0.0634,0.1768,0.1134,0.0734
s013,4,16,0.0739,0.1306,0.0567,0.0739,0.1067,0.0328,0.089,0.0673,-0.0217,0.0526,0.1521,0.0995,0.0797,0.2985,0.2188,0.0826,0.1753,0.0927,0.0818,0.0867,0.0049,0.0991,0.093,-0.0061,0.0333,0.1233,0.09,0.0663,0.1789,0.1126,0.0673
s013,4,17,0.0647,0.0958,0.0311,0.0665,0.1016,0.0351,0.0832,0.0581,-0.0251,0.0645,0.165,0.1005,0.0607,0.2537,0.193,0.0832,0.1368,0.0536,0.094,0.088,-0.006,0.1006,0.1017,0.0011,0.061,0.1452,0.0842,0.056,0.1681,0.1121,0.0618
s013,4,18,0.0602,0.0773,0.0171,0.0705,0.1267,0.0562,0.0697,0.0711,0.0014,0.0594,0.1916,0.1322,0.0628,0.2709,0.2081,0.0806,0.1424,0.0618,0.0818,0.0922,0.0104,0.0853,0.0917,0.0064,0.0578,0.1225,0.0647,0.0602,0.1947,0.1345,0.0729
s013,4,19,0.0541,0.1015,0.0474,0.0655,0.0895,0.024,0.094,0.0903,-0.0037,0.0518,0.1439,0.0921,0.0747,0.2551,0.1804,0.0924,0.1143,0.0219,0.0845,0.1015,0.017,0.1117,0.0806,-0.0311,0.0444,0.1288,0.0844,0.0768,0.1881,0.1113,0.0755
s013,4,20,0.0689,0.0757,0.0068,0.0705,0.1283,0.0578,0.0737,0.042,-0.0317,0.0557,0.2394,0.1837,0.0599,0.6051,0.5452,0.0631,0.1035,0.0404,0.0829,0.1046,0.0217,0.0932,0.0776,-0.0156,0.0458,0.139,0.0932,0.0913,0.1981,0.1068,0.0673
s013,4,21,0.0544,0.0641,0.0097,0.0768,0.1267,0.0499,0.09,0.0628,-0.0272,0.0676,0.1956,0.128,0.0692,0.2587,0.1895,0.0829,0.1463,0.0634,0.0814,0.0674,-0.014,0.0906,0.1144,0.0238,0.057,0.1472,0.0902,0.0718,0.258,0.1862,0.0998
s013,4,22,0.0853,0.1129,0.0276,0.0705,0.0982,0.0277,0.0956,0.0991,0.0035,0.0555,0.1613,0.1058,0.0589,0.2595,0.2006,0.0937,0.1433,0.0496,0.0956,0.0925,-0.0031,0.1165,0.1125,-0.004,0.0423,0.1352,0.0929,0.0898,0.2755,0.1857,0.0784
s013,4,23,0.0908,0.115,0.0242,0.0668,0.1225,0.0557,0.0892,0.0974,0.0082,0.0663,0.1837,0.1174,0.07,0.2255,0.1555,0.0845,0.5194,0.4349,0.0816,0.1136,0.032,0.0818,0.0842,0.0024,0.0433,0.123,0.0797,0.0834,0.1815,0.0981,0.0774
s013,4,24,0.07,0.1024,0.0324,0.0758,0.1054,0.0296,0.0795,0.0766,-0.0029,0.0589,0.1544,0.0955,0.0599,0.2526,0.1927,0.0848,0.1809,0.0961,0.0784,0.1054,0.027,0.0652,0.0977,0.0325,0.0642,0.1595,0.0953,0.0763,0.2137,0.1374,0.07
s013,4,25,0.0602,0.1029,0.0427,0.0642,0.098,0.0338,0.0893,0.065,-0.0243,0.0729,0.198,0.1251,0.0626,0.2744,0.2118,0.0927,0.3487,0.256,0.0805,0.122,0.0415,0.0861,0.1133,0.0272,0.0584,0.1484,0.09,0.0734,0.1709,0.0975,0.0964
s013,4,26,0.0692,0.095,0.0258,0.0708,0.117,0.0462,0.0866,0.0515,-0.0351,0.0742,0.1837,0.1095,0.0715,0.2682,0.1967,0.0919,0.1685,0.0766,0.0787,0.0799,0.0012,0.094,0.1041,0.0101,0.0489,0.1341,0.0852,0.0771,0.1736,0.0965,0.0855
s013,4,27,0.0832,0.1214,0.0382,0.0816,0.0972,0.0156,0.0893,0.0766,-0.0127,0.0505,0.1653,0.1148,0.0686,0.284,0.2154,0.0932,0.1465,0.0533,0.093,0.0909,-0.0021,0.0888,0.0875,-0.0013,0.0555,0.1273,0.0718,0.0721,0.1876,0.1155,0.0602
s013,4,28,0.0665,0.0904,0.0239,0.0663,0.1178,0.0515,0.0861,0.0631,-0.023,0.0774,0.1996,0.1222,0.056,0.2574,0.2014,0.0958,0.1307,0.0349,0.0853,0.0748,-0.0105,0.1064,0.1051,-0.0013,0.061,0.1264,0.0654,0.0708,0.1715,0.1007,0.0589
s013,4,29,0.0518,0.0816,0.0298,0.0697,0.1069,0.0372,0.0885,0.0742,-0.0143,0.06,0.1431,0.0831,0.0565,0.2714,0.2149,0.07,0.1205,0.0505,0.0887,0.1139,0.0252,0.1006,0.0755,-0.0251,0.0518,0.1434,0.0916,0.0721,0.1593,0.0872,0.0655
s013,4,30,0.0718,0.1092,0.0374,0.0729,0.1302,0.0573,0.0744,0.0921,0.0177,0.0446,0.157,0.1124,0.0555,0.2519,0.1964,0.0967,0.1081,0.0114,0.0787,0.1031,0.0244,0.104,0.0726,-0.0314,0.0444,0.1336,0.0892,0.0689,0.1715,0.1026,0.066
s013,4,31,0.0768,0.0931,0.0163,0.0613,0.1189,0.0576,0.0793,0.0465,-0.0328,0.0679,0.1766,0.1087,0.0726,0.2524,0.1798,0.0789,0.1755,0.0966,0.08,0.1147,0.0347,0.0797,0.0906,0.0109,0.0489,0.1486,0.0997,0.0821,0.2015,0.1194,0.1008
s013,4,32,0.051,0.1597,0.1087,0.0599,0.0964,0.0365,0.0803,0.0893,0.009,0.0552,0.3502,0.295,0.0634,0.2514,0.188,0.0806,0.1421,0.0615,0.0781,0.099,0.0209,0.0834,0.0887,0.0053,0.047,0.1285,0.0815,0.0605,0.1968,0.1363,0.0834
s013,4,33,0.0708,0.1087,0.0379,0.0673,0.1138,0.0465,0.0864,0.0486,-0.0378,0.0769,0.1653,0.0884,0.0729,0.2835,0.2106,0.0761,0.1389,0.0628,0.0871,0.0935,0.0064,0.0993,0.1025,0.0032,0.0444,0.1344,0.09,0.0713,0.2029,0.1316,0.0731
s013,4,34,0.0897,0.0714,-0.0183,0.0636,0.1489,0.0853,0.0756,0.0296,-0.046,0.0751,0.1854,0.1103,0.0581,0.2347,0.1766,0.0797,0.113,0.0333,0.0871,0.1041,0.017,0.0959,0.0766,-0.0193,0.0563,0.1371,0.0808,0.0642,0.1821,0.1179,0.0692
s013,4,35,0.0858,0.0984,0.0126,0.0668,0.1122,0.0454,0.0887,0.0781,-0.0106,0.0605,0.1597,0.0992,0.0618,0.2403,0.1785,0.0724,0.1191,0.0467,0.0882,0.0814,-0.0068,0.0998,0.0982,-0.0016,0.0573,0.1412,0.0839,0.0562,0.1735,0.1173,0.0626
s013,4,36,0.0684,0.0974,0.029,0.0626,0.1178,0.0552,0.079,0.0589,-0.0201,0.0589,0.1631,0.1042,0.0599,0.2428,0.1829,0.0935,0.1302,0.0367,0.0864,0.0772,-0.0092,0.1083,0.094,-0.0143,0.0555,0.1363,0.0808,0.0684,0.1939,0.1255,0.0871
s013,4,37,0.0752,0.0846,0.0094,0.0584,0.1044,0.046,0.0934,0.0723,-0.0211,0.0578,0.1644,0.1066,0.0607,0.2683,0.2076,0.0935,0.1239,0.0304,0.0985,0.1039,0.0054,0.0998,0.0782,-0.0216,0.0486,0.1399,0.0913,0.0876,0.1896,0.102,0.0718
s013,4,38,0.0818,0.0899,0.0081,0.0581,0.1473,0.0892,0.0742,0.0856,0.0114,0.0993,0.208,0.1087,0.0718,0.2719,0.2001,0.1019,0.1283,0.0264,0.1048,0.0935,-0.0113,0.1093,0.1202,0.0109,0.0412,0.1272,0.086,0.0879,0.2021,0.1142,0.0731
s013,4,39,0.0816,0.1005,0.0189,0.0605,0.122,0.0615,0.0876,0.0665,-0.0211,0.0713,0.2114,0.1401,0.0668,0.2933,0.2265,0.0803,0.1289,0.0486,0.0787,0.0799,0.0012,0.1138,0.0856,-0.0282,0.0478,0.1293,0.0815,0.0795,0.1955,0.116,0.0805
s013,4,40,0.0702,0.1242,0.054,0.061,0.1159,0.0549,0.0875,0.0605,-0.027,0.0666,0.1679,0.1013,0.0515,0.2355,0.184,0.0927,0.1413,0.0486,0.0758,0.077,0.0012,0.1075,0.0901,-0.0174,0.0655,0.1375,0.072,0.0681,0.1947,0.1266,0.0758
s013,4,41,0.0647,0.0886,0.0239,0.057,0.1043,0.0473,0.0845,0.0578,-0.0267,0.0537,0.1685,0.1148,0.0491,0.2447,0.1956,0.0969,0.1494,0.0525,0.0845,0.0901,0.0056,0.0919,0.089,-0.0029,0.0721,0.1526,0.0805,0.0752,0.1981,0.1229,0.0758
s013,4,42,0.0826,0.1137,0.0311,0.0607,0.1011,0.0404,0.0901,0.0795,-0.0106,0.0579,0.1518,0.0939,0.0774,0.2255,0.1481,0.0695,0.0938,0.0243,0.0855,0.0935,0.008,0.1095,0.0792,-0.0303,0.0478,0.1288,0.081,0.0599,0.1611,0.1012,0.0718
s013,4,43,0.0684,0.0855,0.0171,0.0557,0.1088,0.0531,0.0898,0.0438,-0.046,0.0632,0.1498,0.0866,0.0547,0.2224,0.1677,0.094,0.1157,0.0217,0.0832,0.1049,0.0217,0.0993,0.0761,-0.0232,0.0631,0.1262,0.0631,0.0673,0.1717,0.1044,0.0673
s013,4,44,0.0687,0.0641,-0.0046,0.0634,0.1368,0.0734,0.0863,0.057,-0.0293,0.0573,0.1621,0.1048,0.0467,0.2415,0.1948,0.0703,0.116,0.0457,0.089,0.0991,0.0101,0.1035,0.0832,-0.0203,0.0473,0.1233,0.076,0.0779,0.1791,0.1012,0.0581
s013,4,45,0.0642,0.0757,0.0115,0.0626,0.1141,0.0515,0.0758,0.0692,-0.0066,0.0494,0.1621,0.1127,0.0584,0.2477,0.1893,0.0816,0.1146,0.033,0.076,0.0856,0.0096,0.0958,0.08,-0.0158,0.0341,0.1236,0.0895,0.0821,0.1947,0.1126,0.0639
s013,4,46,0.076,0.082,0.006,0.0499,0.1143,0.0644,0.0932,0.0586,-0.0346,0.066,0.1953,0.1293,0.0541,0.2917,0.2376,0.0885,0.1115,0.023,0.0721,0.0901,0.018,0.1273,0.0671,-0.0602,0.0669,0.1268,0.0599,0.0779,0.1913,0.1134,0.0911
s013,4,47,0.0681,0.0836,0.0155,0.0671,0.107,0.0399,0.0938,0.0837,-0.0101,0.0819,0.1595,0.0776,0.065,0.2324,0.1674,0.0851,0.1266,0.0415,0.0845,0.0959,0.0114,0.1064,0.0787,-0.0277,0.0526,0.1439,0.0913,0.0705,0.2081,0.1376,0.0597
s013,4,48,0.0713,0.077,0.0057,0.0721,0.1181,0.046,0.1115,0.0663,-0.0452,0.0603,0.163,0.1027,0.0496,0.4439,0.3943,0.0726,0.1106,0.038,0.0789,0.0985,0.0196,0.117,0.0708,-0.0462,0.0581,0.1373,0.0792,0.0544,0.1733,0.1189,0.0499
s013,4,49,0.0502,0.0689,0.0187,0.0681,0.1119,0.0438,0.0951,0.0713,-0.0238,0.0711,0.1637,0.0926,0.0525,0.2378,0.1853,0.0858,0.1088,0.023,0.0845,0.1081,0.0236,0.094,0.0692,-0.0248,0.0621,0.1542,0.0921,0.0702,0.1878,0.1176,0.0874
s013,4,50,0.0916,0.1195,0.0279,0.0642,0.154,0.0898,0.0898,0.0489,-0.0409,0.0768,0.1979,0.1211,0.0618,0.277,0.2152,0.066,0.0935,0.0275,0.0832,0.0819,-0.0013,0.1091,0.0848,-0.0243,0.0597,0.1288,0.0691,0.0739,0.201,0.1271,0.1196
s013,5,1,0.0818,0.0992,0.0174,0.0771,0.0924,0.0153,0.0898,0.0615,-0.0283,0.0708,0.2244,0.1536,0.0705,0.3556,0.2851,0.0761,0.1141,0.038,0.0671,0.0658,-0.0013,0.0959,0.0983,0.0024,0.0533,0.124,0.0707,0.0792,0.2023,0.1231,0.0948
s013,5,2,0.0789,0.1184,0.0395,0.0657,0.0992,0.0335,0.0745,0.0665,-0.008,0.0605,0.2249,0.1644,0.066,0.3342,0.2682,0.0853,0.1239,0.0386,0.0872,0.0835,-0.0037,0.0977,0.1038,0.0061,0.057,0.1449,0.0879,0.0618,0.2021,0.1403,0.0795
s013,5,3,0.0708,0.119,0.0482,0.0673,0.0982,0.0309,0.0832,0.0631,-0.0201,0.0339,0.1511,0.1172,0.0586,0.2558,0.1972,0.0895,0.1209,0.0314,0.0845,0.0822,-0.0023,0.1156,0.1003,-0.0153,0.0502,0.131,0.0808,0.076,0.1691,0.0931,0.0781
s013,5,4,0.0734,0.0952,0.0218,0.0816,0.1539,0.0723,0.0843,0.0465,-0.0378,0.0563,0.165,0.1087,0.0607,0.2091,0.1484,0.0843,0.1083,0.024,0.0911,0.0687,-0.0224,0.1133,0.1067,-0.0066,0.0415,0.1328,0.0913,0.0671,0.1736,0.1065,0.0655
s013,5,5,0.0766,0.5932,0.5166,0.066,0.0937,0.0277,0.0766,0.065,-0.0116,0.0462,0.1423,0.0961,0.071,0.2495,0.1785,0.066,0.1196,0.0536,0.07,0.0465,-0.0235,0.0917,0.1329,0.0412,0.0338,0.1169,0.0831,0.0676,0.1804,0.1128,0.0768
s013,5,6,0.0755,0.0936,0.0181,0.0573,0.1178,0.0605,0.0863,0.052,-0.0343,0.0723,0.167,0.0947,0.0613,0.2483,0.187,0.0953,0.1101,0.0148,0.0771,0.0959,0.0188,0.1138,0.0956,-0.0182,0.0507,0.1354,0.0847,0.0768,0.2084,0.1316,0.0713
s013,5,7,0.0779,0.0863,0.0084,0.0623,0.1233,0.061,0.0877,0.0462,-0.0415,0.0542,0.169,0.1148,0.0615,0.2576,0.1961,0.0946,0.1084,0.0138,0.0734,0.0936,0.0202,0.108,0.0845,-0.0235,0.0653,0.1336,0.0683,0.0729,0.1839,0.111,0.075
s013,5,8,0.0795,0.1217,0.0422,0.057,0.1037,0.0467,0.0832,0.0999,0.0167,0.0365,0.1471,0.1106,0.0644,0.2582,0.1938,0.0856,0.1316,0.046,0.0811,0.0724,-0.0087,0.1125,0.1112,-0.0013,0.0481,0.1362,0.0881,0.0721,0.2032,0.1311,0.0863
s013,5,9,0.0829,0.1166,0.0337,0.0705,0.0887,0.0182,0.0813,0.0792,-0.0021,0.0541,0.1327,0.0786,0.062,0.2215,0.1595,0.0874,0.098,0.0106,0.0948,0.0898,-0.005,0.0993,0.1068,0.0075,0.0417,0.143,0.1013,0.0694,0.1625,0.0931,0.0742
s013,5,10,0.0729,0.0992,0.0263,0.0787,0.1012,0.0225,0.0805,0.0826,0.0021,0.0457,0.1457,0.1,0.0602,0.2313,0.1711,0.0824,0.108,0.0256,0.089,0.0682,-0.0208,0.1136,0.1107,-0.0029,0.0373,0.1297,0.0924,0.0874,0.2863,0.1989,0.0808
s013,5,11,0.0639,0.0966,0.0327,0.0686,0.0876,0.019,0.0808,0.0951,0.0143,0.0528,0.194,0.1412,0.0739,0.2382,0.1643,0.0983,0.1479,0.0496,0.0956,0.0911,-0.0045,0.1046,0.1395,0.0349,0.0502,0.1328,0.0826,0.0816,0.2026,0.121,0.0821
s013,5,12,0.0829,0.1348,0.0519,0.1049,0.1035,-0.0014,0.0811,0.0825,0.0014,0.0388,0.1504,0.1116,0.0639,0.2348,0.1709,0.0983,0.1443,0.046,0.0877,0.0521,-0.0356,0.1001,0.1437,0.0436,0.0335,0.1631,0.1296,0.0705,0.2137,0.1432,0.0781
s013,5,13,0.0676,0.1694,0.1018,0.0887,0.0964,0.0077,0.0982,0.0961,-0.0021,0.0557,0.1826,0.1269,0.0628,0.242,0.1792,0.0744,0.1085,0.0341,0.0888,0.0764,-0.0124,0.1075,0.1184,0.0109,0.051,0.1244,0.0734,0.0708,0.1844,0.1136,0.0618
s013,5,14,0.09,0.0878,-0.0022,0.0816,0.0969,0.0153,0.109,0.0818,-0.0272,0.0505,0.1297,0.0792,0.0655,0.2142,0.1487,0.0843,0.1321,0.0478,0.0982,0.0645,-0.0337,0.1114,0.1289,0.0175,0.0454,0.1322,0.0868,0.0607,0.1669,0.1062,0.076
s013,5,15,0.0871,0.0994,0.0123,0.0752,0.0945,0.0193,0.0985,0.0747,-0.0238,0.0603,0.1152,0.0549,0.0679,0.2276,0.1597,0.0887,0.1146,0.0259,0.093,0.0632,-0.0298,0.1146,0.1192,0.0046,0.0462,0.1388,0.0926,0.0837,0.1834,0.0997,0.0676
s013,5,16,0.084,0.0794,-0.0046,0.0797,0.128,0.0483,0.0919,0.0605,-0.0314,0.0599,0.1768,0.1169,0.0692,0.2688,0.1996,0.0816,0.1188,0.0372,0.0845,0.0832,-0.0013,0.1226,0.1057,-0.0169,0.0642,0.1442,0.08,0.0776,0.2846,0.207,0.0515
s013,5,17,0.1014,0.1425,0.0411,0.0607,0.084,0.0233,0.0958,0.1156,0.0198,0.0489,0.1304,0.0815,0.0552,0.2073,0.1521,0.0935,0.1307,0.0372,0.097,0.0764,-0.0206,0.0893,0.5517,0.4624,0.0496,0.133,0.0834,0.0876,0.2007,0.1131,0.0729
s013,5,18,0.0842,0.0923,0.0081,0.066,0.1127,0.0467,0.0934,0.062,-0.0314,0.0499,0.1636,0.1137,0.065,0.2411,0.1761,0.099,0.5252,0.4262,0.0998,0.1165,0.0167,0.0832,0.1099,0.0267,0.0628,0.152,0.0892,0.0729,0.1691,0.0962,0.0871
s013,5,19,0.0671,0.0871,0.02,0.0816,0.1067,0.0251,0.0771,0.0747,-0.0024,0.0608,0.1534,0.0926,0.0731,0.2424,0.1693,0.0877,0.3558,0.2681,0.0916,0.1186,0.027,0.0813,0.1059,0.0246,0.056,0.1399,0.0839,0.066,0.5161,0.4501,0.076
s013,5,20,0.0882,0.0997,0.0115,0.0739,0.1009,0.027,0.0993,0.0932,-0.0061,0.0652,0.1734,0.1082,0.0552,0.3319,0.2767,0.0851,0.1376,0.0525,0.0959,0.0703,-0.0256,0.0983,0.1316,0.0333,0.0449,0.1457,0.1008,0.0779,0.2332,0.1553,0.0779
s013,5,21,0.0747,0.0902,0.0155,0.0768,0.123,0.0462,0.0882,0.056,-0.0322,0.0594,0.1816,0.1222,0.0544,0.3033,0.2489,0.0795,0.1505,0.071,0.0832,0.0645,-0.0187,0.0972,0.1218,0.0246,0.0594,0.1425,0.0831,0.065,0.1784,0.1134,0.1019
s013,5,22,0.0977,0.1615,0.0638,0.0731,0.1196,0.0465,0.0927,0.0597,-0.033,0.0573,0.1454,0.0881,0.0718,0.3577,0.2859,0.0779,0.1442,0.0663,0.0869,0.101,0.0141,0.113,0.1027,-0.0103,0.05,0.1463,0.0963,0.0853,0.2013,0.116,0.0634
s013,5,23,0.0813,0.0921,0.0108,0.0708,0.102,0.0312,0.0901,0.0795,-0.0106,0.0618,0.1589,0.0971,0.0634,0.3031,0.2397,0.0882,0.1534,0.0652,0.1019,0.1033,0.0014,0.0969,0.116,0.0191,0.0507,0.1444,0.0937,0.081,0.182,0.101,0.0589
s013,5,24,0.0681,0.0944,0.0263,0.0692,0.1027,0.0335,0.075,0.0764,0.0014,0.0694,0.19,0.1206,0.0663,0.2401,0.1738,0.0758,0.1397,0.0639,0.0613,0.0968,0.0355,0.0697,0.0809,0.0112,0.0491,0.1544,0.1053,0.0758,0.22,0.1442,0.0673
s013,5,25,0.0755,0.1047,0.0292,0.0718,0.0922,0.0204,0.0848,0.0747,-0.0101,0.0613,0.1439,0.0826,0.0742,0.2583,0.1841,0.0743,0.1166,0.0423,0.0758,0.077,0.0012,0.1011,0.1049,0.0038,0.0555,0.1421,0.0866,0.065,0.1794,0.1144,0.066
s013,5,26,0.0676,0.0868,0.0192,0.0599,0.1175,0.0576,0.0769,0.0631,-0.0138,0.0648,0.1867,0.1219,0.0164,0.4107,0.3943,0.0776,0.1222,0.0446,0.0898,0.0658,-0.024,0.1062,0.1171,0.0109,0.0433,0.1338,0.0905,0.0705,0.1791,0.1086,0.0597
s013,5,27,0.0768,0.1,0.0232,0.0647,0.0961,0.0314,0.1004,0.0795,-0.0209,0.0682,0.1611,0.0929,0.0737,0.2997,0.226,0.0877,0.126,0.0383,0.0829,0.0878,0.0049,0.118,0.0924,-0.0256,0.0798,0.1471,0.0673,0.0884,0.1912,0.1028,0.0961
s013,5,28,0.085,0.1327,0.0477,0.0713,0.1231,0.0518,0.0827,0.0428,-0.0399,0.0632,0.1761,0.1129,0.0636,0.3059,0.2423,0.0772,0.1039,0.0267,0.08,0.1023,0.0223,0.1075,0.0877,-0.0198,0.0529,0.1395,0.0866,0.0869,0.1876,0.1007,0.0692
s013,5,29,0.0909,0.0749,-0.016,0.0703,0.1228,0.0525,0.0943,0.0605,-0.0338,0.0626,0.1484,0.0858,0.0594,0.2706,0.2112,0.0866,0.1054,0.0188,0.0837,0.1004,0.0167,0.0913,0.0969,0.0056,0.0391,0.161,0.1219,0.057,0.3828,0.3258,0.0903
s013,5,30,0.0766,0.0654,-0.0112,0.0644,0.142,0.0776,0.0851,0.0555,-0.0296,0.0576,0.1687,0.1111,0.0652,0.8245,0.7593,0.0715,0.7925,0.721,0.0932,0.1374,0.0442,0.0676,0.1049,0.0373,0.042,0.1476,0.1056,0.0565,0.1567,0.1002,0.0607
s013,5,31,0.0547,0.0792,0.0245,0.0995,0.122,0.0225,0.0776,0.4969,0.4193,0.0594,0.1734,0.114,0.0681,0.2297,0.1616,0.085,0.1204,0.0354,0.0996,0.0859,-0.0137,0.1054,0.1142,0.0088,0.0562,0.1422,0.086,0.0766,0.1794,0.1028,0.09
s013,5,32,0.0813,0.1145,0.0332,0.07,0.1049,0.0349,0.0898,0.0655,-0.0243,0.0571,0.1711,0.114,0.0723,0.2861,0.2138,0.0869,0.102,0.0151,0.0884,0.1067,0.0183,0.0945,0.0975,0.003,0.0341,0.1571,0.123,0.0713,0.2076,0.1363,0.0615
s013,5,33,0.0573,0.1496,0.0923,0.0681,0.1082,0.0401,0.0761,0.066,-0.0101,0.0566,0.1709,0.1143,0.0481,0.2698,0.2217,0.0719,0.1208,0.0489,0.0924,0.1065,0.0141,0.109,0.1011,-0.0079,0.0863,0.1821,0.0958,0.0824,0.2982,0.2158,0.0905
s013,5,34,0.0671,0.1071,0.04,0.0708,0.1181,0.0473,0.0874,0.1141,0.0267,0.0333,0.1581,0.1248,0.051,0.2636,0.2126,0.0927,0.1223,0.0296,0.0948,0.0917,-0.0031,0.0882,0.0983,0.0101,0.0663,0.1449,0.0786,0.0869,0.1847,0.0978,0.0834
s013,5,35,0.0832,0.0916,0.0084,0.0697,0.113,0.0433,0.0835,0.0589,-0.0246,0.056,0.1689,0.1129,0.0483,0.1972,0.1489,0.0866,0.1099,0.0233,0.0991,0.0822,-0.0169,0.1094,0.1145,0.0051,0.066,0.1607,0.0947,0.0328,0.3852,0.3524,0.0887
s013,5,36,0.0686,0.0875,0.0189,0.0705,0.1064,0.0359,0.0916,0.071,-0.0206,0.0834,0.1686,0.0852,0.057,0.5189,0.4619,0.0766,0.1782,0.1016,0.0898,0.1453,0.0555,0.0639,0.0927,0.0288,0.0634,0.1397,0.0763,0.0858,0.1957,0.1099,0.0966
s013,5,37,0.0726,0.1163,0.0437,0.0652,0.0906,0.0254,0.0927,0.0768,-0.0159,0.0553,0.1558,0.1005,0.062,0.2524,0.1904,0.0856,0.1466,0.061,0.0906,0.0703,-0.0203,0.0956,0.1511,0.0555,0.057,0.166,0.109,0.0792,0.1923,0.1131,0.1095
s013,5,38,0.0808,0.0931,0.0123,0.0581,0.1373,0.0792,0.0843,0.042,-0.0423,0.0793,0.1849,0.1056,0.0552,0.2762,0.221,0.1016,0.2082,0.1066,0.1114,0.1096,-0.0018,0.1175,0.1112,-0.0063,0.0597,0.1552,0.0955,0.0774,0.1844,0.107,0.0858
s013,5,39,0.065,0.1058,0.0408,0.0734,0.1294,0.056,0.0655,0.492,0.4265,0.0842,0.2085,0.1243,0.0839,0.4698,0.3859,0.0795,0.1334,0.0539,0.0877,0.0766,-0.0111,0.1054,0.102,-0.0034,0.0523,0.1486,0.0963,0.0776,0.1704,0.0928,0.09
s013,5,40,0.0898,0.0942,0.0044,0.0673,0.1056,0.0383,0.0987,0.0512,-0.0475,0.0935,0.1648,0.0713,0.0679,0.2408,0.1729,0.0966,0.1373,0.0407,0.1038,0.0848,-0.019,0.1012,0.1116,0.0104,0.0628,0.1322,0.0694,0.0734,0.182,0.1086,0.094
s013,5,41,0.0858,0.1068,0.021,0.0818,0.099,0.0172,0.0866,0.0739,-0.0127,0.0679,0.1669,0.099,0.0663,0.2686,0.2023,0.1017,0.1331,0.0314,0.0964,0.0976,0.0012,0.1035,0.1022,-0.0013,0.0739,0.1578,0.0839,0.0876,0.1516,0.064,0.1069
s013,5,42,0.0781,0.0933,0.0152,0.0684,0.1043,0.0359,0.089,0.0549,-0.0341,0.0843,0.16,0.0757,0.0742,0.3115,0.2373,0.0951,0.1257,0.0306,0.0914,0.0774,-0.014,0.1089,0.1052,-0.0037,0.0631,0.1507,0.0876,0.0589,0.1878,0.1289,0.0821
s013,5,43,0.0892,0.1168,0.0276,0.0721,0.1122,0.0401,0.0837,0.0496,-0.0341,0.0764,0.1761,0.0997,0.0713,0.2598,0.1885,0.0705,0.1318,0.0613,0.0813,0.0856,0.0043,0.1072,0.0927,-0.0145,0.08,0.1447,0.0647,0.0805,0.1867,0.1062,0.0876
s013,5,44,0.0879,0.1182,0.0303,0.0686,0.1148,0.0462,0.099,0.4429,0.3439,0.0676,0.1982,0.1306,0.0589,0.4139,0.355,0.0861,0.1481,0.062,0.0943,0.0674,-0.0269,0.1165,0.1192,0.0027,0.0407,0.1188,0.0781,0.081,0.177,0.096,0.0663
s013,5,45,0.0816,0.1011,0.0195,0.0686,0.1375,0.0689,0.0922,0.0346,-0.0576,0.0401,0.1985,0.1584,0.0657,0.2824,0.2167,0.0742,0.1405,0.0663,0.084,0.0795,-0.0045,0.1154,0.1004,-0.015,0.0533,0.1385,0.0852,0.0686,0.1698,0.1012,0.0905
s013,5,46,0.0845,0.1016,0.0171,0.0692,0.1273,0.0581,0.0507,0.3381,0.2874,0.0565,0.1512,0.0947,0.0686,0.2577,0.1891,0.06,0.0991,0.0391,0.0781,0.0935,0.0154,0.1001,0.0848,-0.0153,0.0671,0.1381,0.071,0.0681,0.1751,0.107,0.0816
s013,5,47,0.0755,0.0989,0.0234,0.0813,0.1457,0.0644,0.0856,0.0407,-0.0449,0.0542,0.1933,0.1391,0.0602,0.302,0.2418,0.0787,0.1326,0.0539,0.0895,0.065,-0.0245,0.1357,0.1188,-0.0169,0.0695,0.1621,0.0926,0.0689,0.1902,0.1213,0.1045
s013,5,48,0.0797,0.2403,0.1606,0.0726,0.1317,0.0591,0.0111,0.3906,0.3795,0.0818,0.213,0.1312,0.0433,0.2526,0.2093,0.0694,0.0897,0.0203,0.0903,0.0928,0.0025,0.0975,0.0819,-0.0156,0.0489,0.1452,0.0963,0.0599,0.1712,0.1113,0.0731
